series_id,sender_celltype,receiver_celltype,ligand,receptor,pair,pathway,ipf_interaction_score,control_interaction_score,ipf_minus_control_interaction_score,interaction_log2_ratio
GSE136831,Epithelial,Myeloid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.14528977053186207,0.02240548136974087,0.1228842891621212,2.2606530276463626
GSE135893,Mesenchymal,Immune,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.2838696173426033,0.16280337272191917,0.12106624462068413,0.7660448331787721
GSE136831,Endothelial,Myeloid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.18596290077631578,0.06838476721049559,0.11757813356582018,1.3219353299926389
GSE136831,Stromal,Myeloid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.12906151788606374,0.01273008053810902,0.11633143734795472,2.6130485409611337
GSE135893,Endothelial,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.11759026406345763,0.0029661564852818388,0.11462410757817579,3.298695451859595
GSE135893,Endothelial,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.13944506599840506,0.024896900384706863,0.1145481656136982,2.0984444624600567
GSE136831,Endothelial,Myeloid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.21068584894372097,0.09926901252874458,0.11141683641497639,1.0141097957193645
GSE136831,Myeloid,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.6259210390901568,1.5148342146130078,0.11108682447714902,0.10145071920151846
GSE135893,Epithelial,Immune,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.3488158509898375,0.23786739528768683,0.11094845570215064,0.5336751134922906
GSE135893,Immune,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.14180990893920892,0.03258417062391281,0.10922573831529611,1.8338768044329974
GSE136831,Epithelial,Stromal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.3303164716283898,0.22129331042875855,0.10902316119963124,0.5571534404622991
GSE135893,Endothelial,Immune,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.13329306206034644,0.025953132789385526,0.10733992927096092,1.9947793681075667
GSE136831,Stromal,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.4462384625309077,0.3402330163840776,0.1060054461468301,0.38147298341407304
GSE136831,Stromal,Myeloid,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.5266560716835958,0.42076494141470977,0.10589113026888608,0.3170969619345376
GSE136831,Epithelial,Lymphoid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.12271505870157344,0.018188595411808724,0.10452646328976471,2.2351485795739023
GSE136831,Epithelial,Stromal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.1502133339955716,0.04617907143455402,0.10403426256101758,1.5118895392661493
GSE135893,Endothelial,Mesenchymal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.2755178707483113,0.17208481258969624,0.10343305815861506,0.6489704532414559
GSE136831,Endothelial,Lymphoid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.15706851350608983,0.05551422183690461,0.10155429166918523,1.3505598359192812
GSE135893,Endothelial,Mesenchymal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.11053303128097025,0.009541723405248316,0.10099130787572194,2.624798950852895
GSE135893,Immune,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.47827966727619936,0.37800613131355815,0.10027353596264121,0.33162825295290976
GSE136831,Epithelial,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.1404154362971998,0.04062012412105107,0.09979531217614873,1.5711696802894806
GSE136831,Lymphoid,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,2.4037602122477995,2.304890509100846,0.09886970314695365,0.06033840525300116
GSE136831,Stromal,Lymphoid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.10900830585336531,0.010334180312684939,0.09867412554068036,2.5490835250540935
GSE135893,Epithelial,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.17624004082829373,0.07911191996027482,0.0971281208680189,1.0634729493115849
GSE135893,Epithelial,Mesenchymal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.1547337757534634,0.05894613467873024,0.09578764107473314,1.256594807119798
GSE135893,Endothelial,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.10451460180968207,0.01138899294190371,0.09312560886777836,2.420591105966997
GSE136831,Lymphoid,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.19005423280965614,0.09830961296156972,0.09174461984808642,0.8852298597437072
GSE135893,Mesenchymal,Immune,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.0918725715593201,0.002835915980789451,0.08903665557853066,2.988507512234477
GSE136831,Endothelial,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.1689938922518851,0.08118902271238983,0.08780486953949528,0.9729782906652344
GSE136831,Lymphoid,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.28021528881237573,0.19289038570802391,0.08732490310435181,0.516423021672611
GSE135893,Immune,Immune,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.4820437969873498,0.39540243875638775,0.08664135823096203,0.27943196849162305
GSE136831,Epithelial,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.3434746897851775,0.25870595759288684,0.08476873219229064,0.39557860763895253
GSE136831,Endothelial,Stromal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.5441889077159522,0.4597731438274216,0.08441576388853056,0.23841359590440311
GSE136831,Epithelial,Lymphoid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.1154305767016898,0.031704738353046144,0.08372583834864365,1.5886058701338441
GSE136831,Epithelial,Myeloid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.1668097615191516,0.08411203168956384,0.08269772982958777,0.9097468466784294
GSE136831,Stromal,Myeloid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.3103900731801541,0.22777087663754508,0.08261919654260902,0.4302574312110689
GSE135893,Mesenchymal,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.08589614119004739,0.0034447529591622554,0.08245138823088513,2.834429516496523
GSE136831,Stromal,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.13326736626921531,0.0513915865302231,0.08187577973899221,1.2225971683158536
GSE136831,Epithelial,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.13294921451226938,0.05138730342931604,0.08156191108295333,1.2194904897348204
GSE135893,Immune,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.280345086067204,1.203001300561621,0.07734378550558318,0.089175850043124
GSE135893,Epithelial,Mesenchymal,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.09754116799889222,0.020740574000135938,0.07680059399875627,1.8066730368807387
GSE135893,Epithelial,Mesenchymal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.13798003118731506,0.06175213369173697,0.0762278974955781,1.044308869012076
GSE136831,Stromal,Myeloid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.13557808995134185,0.06094843508184929,0.07462965486949255,1.036950472807039
GSE136831,Endothelial,Myeloid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.557428487547998,0.4829036495124993,0.0745248380354987,0.20313291950803433
GSE136831,Epithelial,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.10679321503174206,0.03234430460544513,0.07444891042629694,1.4637166226140856
GSE136831,Lymphoid,Stromal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.2357444836261069,0.16182721476703182,0.07391726885907507,0.5162004767854481
GSE136831,Stromal,Epithelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.09982420359572296,0.026777073752250302,0.07304712984347266,1.5783174393160448
GSE136831,Endothelial,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.9942374130432093,0.9225030530530872,0.07173435999012212,0.10692002504891056
GSE135893,Endothelial,Mesenchymal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.48536145076881754,0.4146888479666739,0.07067260280214366,0.22207537681713438
GSE136831,Epithelial,Lymphoid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.10267478581526765,0.03305030509448346,0.0696244807207842,1.3880693405718583
GSE135893,Endothelial,Immune,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.07055860693624923,0.0014422732236002405,0.06911633371264898,2.815665036485647
GSE136831,Lymphoid,Stromal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.08464746708773373,0.01564163926139146,0.06900582782634226,1.8840754017854655
GSE135893,Epithelial,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.11524826769238372,0.04654168990240167,0.06870657778998204,1.1474037418601146
GSE135893,Epithelial,Endothelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.09223013442508057,0.02475593148808452,0.06747420293699605,1.5564894068745447
GSE135893,Epithelial,Immune,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.11615528812051537,0.04868359575889532,0.06747169236162005,1.1041715037795976
GSE135893,Immune,Immune,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.08584160969764947,0.01860711012602235,0.06723449957162711,1.7442783741723569
GSE136831,Endothelial,Stromal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.08588891177284205,0.019569774900136363,0.06631913687270569,1.6972407361630892
GSE136831,Epithelial,Myeloid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.23891067904207786,0.17319213572667558,0.06571854331540228,0.4422705565838248
GSE136831,Endothelial,Stromal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.11453192684788532,0.04936977806148574,0.06516214878639959,1.0687150352791852
GSE135893,Endothelial,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.06596867770981955,0.0017519119002722943,0.06421676580954726,2.6925092246066766
GSE136831,Endothelial,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.10706140427439617,0.043426739654746,0.06363466461965017,1.131631605449496
GSE136831,Epithelial,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.10257736867457032,0.03907707061124968,0.06350029806332064,1.1977957900504441
GSE135893,Mesenchymal,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.16006085159261196,0.09775148140562064,0.06230937018699133,0.6583433633012826
GSE135893,Epithelial,Immune,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.08184650425783542,0.019874956488978482,0.06197154776885694,1.6202882005006147
GSE136831,Lymphoid,Stromal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.06557166627223081,0.005142217399281646,0.06042944887294916,2.3192689465050496
GSE136831,Lymphoid,Stromal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.0728441241049618,0.013066356477587773,0.05977776762737402,1.8446092385088457
GSE136831,Lymphoid,Endothelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.07312980553466646,0.013693686149358786,0.05943611938530767,1.8108631730797333
GSE136831,Stromal,Stromal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.14567422652780393,0.08691807953646344,0.05875614699134049,0.6836923884485161
GSE136831,Myeloid,Stromal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.06263165363373867,0.004305438542689945,0.058326215091048725,2.3440347017329013
GSE136831,Endothelial,Stromal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.07391246027404938,0.01634775299175287,0.05756470728229651,1.6712051241583785
GSE136831,Endothelial,Endothelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.07420233152425006,0.01713262600023849,0.05706970552401157,1.6338314974440271
GSE136831,Lymphoid,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.061294652634639665,0.004523207213299528,0.05677144542134014,2.2954337890351537
GSE135893,Epithelial,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.13046713593308015,0.07370729425837763,0.05675984167470252,0.7468073832402077
GSE136831,Lymphoid,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.06809275312527929,0.01149345375386587,0.05659929937141342,1.861291348833339
GSE135893,Endothelial,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.06178481647157631,0.005401179176217776,0.05638363729535854,2.220637911734887
GSE135893,Immune,Mesenchymal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.09552941840395242,0.04048978395419372,0.0550396344497587,1.063581825437297
GSE136831,Endothelial,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.06909140541069447,0.014379842101554347,0.05471156330914013,1.6978321483061942
GSE136831,Stromal,Myeloid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.32425157524907494,0.26954626556419053,0.05470530968488441,0.2578472871668521
GSE136831,Endothelial,Lymphoid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.08801140361611907,0.03389535231789313,0.05411605129822594,1.1588814224954163
GSE135893,Endothelial,Immune,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.05905900877430208,0.0056303201689214735,0.0534286886053806,2.1434822963142515
GSE136831,Myeloid,Myeloid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.6436716275854495,0.5908820205925351,0.05278960699291435,0.12148432416328198
GSE136831,Lymphoid,Myeloid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.9516035594253069,0.8990543969261954,0.05254916249911157,0.0810756098063568
GSE136831,Stromal,Endothelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.08700296412938172,0.03552261729046284,0.051480346838918875,1.0914453257984964
GSE135893,Epithelial,Mesenchymal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.06000453265905582,0.00975240636257489,0.05025212629648093,1.8254199146204098
GSE136831,Stromal,Epithelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.12481537660858805,0.07460781094975363,0.05020756565883441,0.6721222915911688
GSE135893,Epithelial,Mesenchymal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.09457666776043357,0.0451545323527708,0.049422135407662764,0.9230096558498139
GSE135893,Mesenchymal,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.050936245087450566,0.0015864046573515025,0.049349840430099066,2.394867645998062
GSE136831,Epithelial,Myeloid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.0712560097973751,0.02424149146610806,0.04701451833126705,1.2467289775523318
GSE136831,Lymphoid,Lymphoid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.0559766502154402,0.008970847625999928,0.047005802589440274,1.7981713904019765
GSE136831,Lymphoid,Lymphoid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.050388171620752945,0.0035304446827121552,0.046857726938040786,2.1580567382451314
GSE136831,Endothelial,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.08142574541502791,0.03457910889756588,0.04684663651746203,1.036232705726647
GSE135893,Epithelial,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0958804027800176,0.05024441317281756,0.045635989607200035,0.8135362252573377
GSE136831,Endothelial,Lymphoid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.05679760702951829,0.011223725708696845,0.04557388132082145,1.6541184845473664
GSE136831,Epithelial,Myeloid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.24958003079646504,0.20495725397105788,0.04462277682540716,0.27212960619054605
GSE136831,Lymphoid,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.049870720813534324,0.006132245104259403,0.04373847570927492,1.891903409151975
GSE136831,Lymphoid,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.04661775935554706,0.0036016628473246755,0.043016096508222385,2.057471619405326
GSE136831,Endothelial,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.0506021277111833,0.00767225572188168,0.04292987198930162,1.7778822467990292
GSE135893,Epithelial,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.054522734909128484,0.011740390245510657,0.04278234466361783,1.5694297536067328
GSE136831,Myeloid,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.9253873183688632,0.8826307171536716,0.04275660121519165,0.067500415992547
GSE136831,Lymphoid,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.05178806702718834,0.009151812733900016,0.04263625429328832,1.6898472901783745
GSE136831,Stromal,Stromal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.07855970414770493,0.0363845068836171,0.042175197264087826,0.9330073983273173
GSE135893,Epithelial,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.0771269077202838,0.03495535601035858,0.04217155170992522,0.9546253307985104
GSE136831,Epithelial,Stromal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.08643700540265929,0.044411835658209296,0.042025169744449996,0.8256663520164651
GSE136831,Endothelial,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.052547593836139404,0.011450137171536616,0.04109745666460279,1.5439675123023284
GSE136831,Myeloid,Stromal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.15020339292796053,0.10934037518390494,0.040863017744055596,0.4248224851540684
GSE135893,Epithelial,Immune,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.052117313982449585,0.012238467533416696,0.03987884644903289,1.481938072956078
GSE136831,Stromal,Lymphoid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.08866402283715846,0.04932966876448703,0.03933435407267143,0.733770383364205
GSE136831,Myeloid,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.052486875917129375,0.014028375900054303,0.03845850001707507,1.3788140744916224
GSE135893,Endothelial,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.039119297902892806,0.000806804212322205,0.038312493690570604,2.184349986961161
GSE135893,Mesenchymal,Epithelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.11061729298512062,0.07230823471885069,0.03830905826626993,0.551328081495029
GSE136831,Endothelial,Epithelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.07147317824389265,0.033199964554200746,0.03827321368969191,0.9152950597325342
GSE136831,Lymphoid,Myeloid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.15276769249224384,0.1145138062430964,0.03825388624914744,0.3865086507575155
GSE135893,Epithelial,Immune,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.07372424132525413,0.03643831088284137,0.037285930442412754,0.8503299003810965
GSE136831,Stromal,Stromal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.17729261519130193,0.14042270486613095,0.03686991032517098,0.31627167186260585
GSE136831,Lymphoid,Lymphoid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.07624636009433143,0.03949197456078032,0.036754385533551114,0.801268969200066
GSE135893,Endothelial,Endothelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.04206625508081254,0.006626631724765995,0.03543962335604654,1.6468527105922197
GSE136831,Myeloid,Epithelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.1286960192138921,0.09385442113310452,0.03484159808078757,0.41736374700212775
GSE135893,Endothelial,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.3615052119899968,0.32742299174051415,0.03408222024948265,0.1388241699372957
GSE135893,Immune,Immune,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.05301115885742137,0.01907692652992379,0.03393423232749758,1.1157325604224337
GSE135893,Mesenchymal,Mesenchymal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.06975007514823515,0.035818030495177525,0.03393204465305763,0.7995704331242999
GSE136831,Endothelial,Myeloid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.3935999341136416,0.3598350649414425,0.033764869172199063,0.12604392235661188
GSE135893,Mesenchymal,Mesenchymal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.03431290454442961,0.0019713001930130366,0.03234160435141657,1.888147042457298
GSE135893,Immune,Mesenchymal,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.04325840837111851,0.011381732548133983,0.03187667582298453,1.3166305557622573
GSE135893,Epithelial,Mesenchymal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.03826279411598386,0.006674851834757285,0.03158794228122657,1.5332374987259587
GSE136831,Endothelial,Stromal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.03457024830823804,0.0036547147729835963,0.03091553353525444,1.706681819837039
GSE135893,Epithelial,Immune,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.04371600354861503,0.01301186355390227,0.030704139994712762,1.2229741516926507
GSE136831,Lymphoid,Stromal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.03192064408189125,0.0014081824222451382,0.03051246165964611,1.8775919266071084
GSE135893,Mesenchymal,Mesenchymal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.31090323332641556,0.28041389216418744,0.030489341162228123,0.14402785849010785
GSE136831,Epithelial,Stromal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.13646409065381154,0.1067744415761405,0.02968964907767105,0.32682244903671753
GSE136831,Epithelial,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.04538912082317261,0.015775896130306735,0.029613224692865876,1.1035800536581195
GSE135893,Endothelial,Mesenchymal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.033538085521926844,0.00433612997700596,0.029201955544920884,1.6026223474167516
GSE135893,Epithelial,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.03682280288512414,0.007781966650316485,0.029040836234807656,1.3967964067750642
GSE135893,Mesenchymal,Mesenchymal,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.05777107767542924,0.02877945891854129,0.02899161875688795,0.8053770389688781
GSE136831,Myeloid,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.03421147013822094,0.005249853777041119,0.028961616361179825,1.5356252987006245
GSE136831,Endothelial,Myeloid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.05432998445947388,0.0259164382561759,0.02841354620329798,0.840847051470722
GSE136831,Lymphoid,Myeloid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.031104930368312272,0.0026993834074429627,0.02840554696086931,1.6945529980621925
GSE136831,Endothelial,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.5658667741902776,0.5375040538681705,0.028362720322107182,0.07286543834039104
GSE135893,Immune,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.0873155024916177,0.059160842505277075,0.02815465998634062,0.4927142028461728
GSE135893,Epithelial,Immune,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.04338827623481193,0.015417838717416617,0.027970437517395315,1.0706816059901176
GSE135893,Endothelial,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.029839705071100116,0.0018725787870831157,0.027967126284017,1.7465736373034766
GSE136831,Lymphoid,Myeloid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.034554732811252216,0.0068591238239485135,0.0276956089873037,1.4020491289395656
GSE136831,Stromal,Lymphoid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.1546790337032212,0.12720425515573017,0.02747477854749103,0.2633316634825657
GSE135893,Immune,Endothelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.04090302485539852,0.013585226290046734,0.027317798565351784,1.1098679464208203
GSE136831,Endothelial,Myeloid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.03506151453632623,0.008581677853814276,0.026479836682511953,1.2780150265731718
GSE136831,Epithelial,Stromal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.027009169156674544,0.001197425202980482,0.025811743953694063,1.7247157187337783
GSE135893,Endothelial,Mesenchymal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.026352486966452406,0.0010025520866345351,0.02534993487981787,1.724215864433065
GSE136831,Lymphoid,Epithelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.3680917851081562,1.3429635688074864,0.02512821630066986,0.026548986674466233
GSE135893,Mesenchymal,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.04470444717882224,0.019665158296447736,0.025039288882374507,0.8828886399790373
GSE135893,Epithelial,Endothelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.06654446444762856,0.04211322975185722,0.02443123469577134,0.554648378974006
GSE135893,Epithelial,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.03207690113125902,0.0076535336430261225,0.0244233674882329,1.2530714659383893
GSE135893,Immune,Endothelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.08788254552729007,0.06349077491187143,0.02439177061541864,0.4134884566354383
GSE135893,Mesenchymal,Immune,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.04002494664198031,0.01625326344627176,0.02377168319570855,0.9301509532914175
